id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,20000,20000,20000, 36 months,10.33,648.45,B,B1,UPS/Shipping,10+ years,MORTGAGE,60000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,458xx,OH,17.66,0,Oct-2004,0,,93.0,6,1,50,0.3,17,w,19043.33,19043.33,1216.56,1216.56,956.67,259.89,0.0,0.0,0.0,Feb-2019,648.45,Mar-2019,Feb-2019,0,,1,Joint App,90000.0,23.68,Not Verified,0,0,85270,1,2,0,1,18.0,34065,71.0,0,0,50,52,18000,1,2,1,2,14212,16450.0,0.3,0,0,170.0,79,32,5,1,32.0,,7.0,,0,1,1,2,3,8,3,8,1,6,0.0,0,0,1,100.0,0.0,1,0,117079,34115,16500,48079,33378.0,Nov-2001,1.0,1.0,9.0,24.4,3.0,8.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,8.81,570.81,A,A5,Attorney-Adviser,3 years,RENT,100203,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,200xx,DC,12.3,0,Jan-2008,0,,,12,0,18443,38.0,22,w,17119.46,17119.46,1128.4,1128.4,880.54,247.86,0.0,0.0,0.0,Feb-2019,570.81,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,294097,0,8,0,1,13.0,275654,117.0,0,2,10711,89,48500,1,0,0,3,24508,25057.0,42.4,0,0,76.0,131,16,13,0,16.0,,13.0,,0,2,2,3,5,15,4,7,2,12,0.0,0,0,0,100.0,0.0,0,0,283492,294097,43500,234992,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,14.47,378.47,C,C2,Teacher,10+ years,MORTGAGE,89000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,087xx,NJ,24.82,1,May-2004,2,15.0,,17,0,16948,49.1,27,w,10505.38,10505.38,743.68,743.68,494.62,249.06,0.0,0.0,0.0,Feb-2019,378.47,Mar-2019,Feb-2019,0,24.0,1,Individual,,,,0,915,100451,4,2,2,2,4.0,41521,90.0,3,5,5997,73,34500,2,7,7,7,5909,3132.0,69.6,0,0,175.0,175,4,4,2,5.0,,1.0,15.0,1,2,8,2,2,8,14,17,8,17,0.0,0,0,5,92.6,50.0,0,0,290594,58469,10300,46094,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,16.14,422.72,C,C4,Sales Account Manager,4 years,RENT,70000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,333xx,FL,18.96,0,Nov-2013,0,,,6,0,13663,61.8,7,w,11473.85,11473.85,829.3,829.3,526.15,303.15,0.0,0.0,0.0,Feb-2019,422.72,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,34470,0,2,1,1,12.0,20807,61.0,1,2,6739,61,22100,1,0,2,3,5745,5937.0,67.9,0,0,36.0,61,9,9,0,17.0,,9.0,,0,3,4,3,3,2,4,5,4,6,0.0,0,0,2,100.0,66.7,0,0,56264,34470,18500,34164,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,13.56,345.62,C,C1,,< 1 year,RENT,72000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,300xx,GA,8.98,0,Jan-2009,0,,,29,0,14295,63.8,30,w,14823.88,14823.88,413.42,413.42,176.12,237.3,0.0,0.0,0.0,Feb-2019,430.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,269086,0,19,0,1,21.0,250064,121.0,0,2,6736,110,22400,1,0,0,3,9279,5005.0,74.1,0,0,119.0,74,14,14,0,33.0,,21.0,,0,4,4,6,7,19,9,10,4,29,0.0,0,0,0,100.0,33.3,0,0,244385,269086,19300,210925,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4000,4000,4000, 36 months,16.91,142.44,C,C5,Vacation Advisor,5 years,RENT,54000,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,347xx,FL,9.64,0,Nov-2004,1,39.0,,19,0,17091,55.3,30,w,3826.64,3826.64,279.24,279.24,173.36,105.88,0.0,0.0,0.0,Feb-2019,142.44,Mar-2019,Feb-2019,0,39.0,1,Individual,,,,0,0,241316,2,0,0,0,112.0,0,,7,7,2259,55,30900,5,2,2,9,15082,4380.0,63.5,0,0,112.0,169,0,0,2,8.0,69.0,0.0,69.0,5,6,10,8,14,1,17,26,10,19,0.0,0,0,9,88.9,16.7,0,0,256733,17091,12000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,12.98,727.78,B,B5,Manager,4 years,MORTGAGE,70000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,339xx,FL,20.17,0,Aug-2001,1,25.0,,15,0,4287,26.6,36,w,31232.58,31232.58,1420.95,1420.95,767.42,653.53,0.0,0.0,0.0,Feb-2019,727.78,Mar-2019,Feb-2019,0,29.0,1,Joint App,113000.0,26.29,Verified,0,0,285531,1,2,0,1,15.0,40566,75.0,1,1,2447,49,16100,2,1,1,3,20395,5002.0,39.7,0,0,208.0,166,5,5,5,5.0,29.0,5.0,29.0,1,2,3,3,8,9,11,22,3,15,0.0,0,0,2,94.4,33.3,0,0,315498,44853,8300,49168,30608.0,Nov-2006,0.0,2.0,18.0,57.8,5.0,19.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,14.47,352.69,C,C2,Operation s director,10+ years,MORTGAGE,120000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,295xx,SC,13.58,0,Sep-2003,0,,,8,0,12435,69.5,19,w,14654.3,14654.3,687.29,687.29,345.7,341.59,0.0,0.0,0.0,Feb-2019,352.69,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,354911,2,3,2,2,1.0,53275,79.0,0,0,7539,75,17900,0,0,0,2,44364,978.0,91.0,0,0,183.0,180,57,1,4,81.0,,,,0,2,3,2,3,11,3,4,3,8,0.0,0,0,2,100.0,50.0,0,0,391104,65710,10900,59454,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,14.47,423.23,C,C2,Machinst/Programer,7 years,MORTGAGE,60000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,841xx,UT,18.12,0,Dec-2006,0,,67.0,11,1,3904,33.1,16,w,17585.15,17585.15,745.18,745.18,414.85,330.33,0.0,0.0,0.0,Feb-2019,423.23,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,252490,0,3,1,3,8.0,19897,72.0,0,4,1366,60,11800,1,5,1,9,22954,3847.0,45.0,0,0,144.0,38,17,8,2,23.0,,11.0,,0,3,5,3,3,7,6,7,5,11,0.0,0,0,3,100.0,33.3,1,0,270534,23801,7000,27810,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,13000,13000, 36 months,17.97,469.79,D,D1,Help Tech Supervisor,10+ years,MORTGAGE,92360,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,300xx,GA,27.44,0,Sep-2006,1,68.0,,18,0,32020,49.6,30,w,12445.65,12445.65,920.11,920.11,554.35,365.76,0.0,0.0,0.0,Feb-2019,469.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,131919,1,2,1,3,4.0,17310,60.0,0,2,6116,53,64600,1,4,1,5,7760,7140.0,70.7,0,0,120.0,147,16,4,2,18.0,,4.0,70.0,0,5,12,6,7,6,15,22,12,18,0.0,0,0,1,90.0,66.7,0,0,190803,49330,24400,28861,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,16.14,352.27,C,C4,Operations Coordinator ,1 year,MORTGAGE,63000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,601xx,IL,18.65,2,Mar-2007,0,13.0,,8,0,6315,97.2,18,w,9782.23,9782.23,406.07,406.07,217.77,188.3,0.0,0.0,0.0,Feb-2019,419.52,Mar-2019,Feb-2019,0,13.0,1,Individual,,,,0,0,39797,0,7,1,2,11.0,33482,81.0,0,0,6315,83,6500,7,0,9,2,4975,185.0,97.2,0,0,107.0,141,38,11,0,141.0,13.0,8.0,13.0,2,1,1,1,4,12,1,6,1,8,0.0,0,2,1,88.2,100.0,0,0,47794,39797,6500,41294,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3600,3600,3600, 36 months,11.8,119.23,B,B4,Analyst,5 years,MORTGAGE,50000,Source Verified,Dec-2018,Current,n,,,other,Other,427xx,KY,16.11,0,Jan-2002,2,,,10,0,5865,17.4,17,w,3516.17,3516.17,133.39,133.39,83.83,49.56,0.0,0.0,0.0,Feb-2019,136.93,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,243415,3,3,1,2,3.0,68184,95.0,1,3,0,53,33700,2,1,10,6,24342,17300.0,0.0,0,0,203.0,198,4,3,1,18.0,,3.0,,1,0,1,4,6,6,6,10,1,10,0.0,0,0,3,93.8,0.0,0,0,272629,74049,17300,68929,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000, 60 months,11.8,487.16,B,B4,Corporate Communications Strategist,10+ years,MORTGAGE,155000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,462xx,IN,28.56,0,Sep-1984,0,,,15,0,23390,44.7,33,w,21455.68,21455.68,952.69,952.69,544.32,408.37,0.0,0.0,0.0,Feb-2019,487.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,420664,1,5,1,1,5.0,145487,33.0,0,2,12917,39,52300,0,3,0,3,28044,1883.0,87.3,0,0,125.0,411,16,5,3,158.0,,16.0,,0,1,4,3,8,10,8,20,4,15,0.0,0,0,1,100.0,33.3,0,0,540220,168877,14800,172175,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10450,10450,10450, 36 months,18.94,382.74,D,D2,Project Manager,10+ years,MORTGAGE,70000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,371xx,TN,27.38,0,Jul-2007,0,,,11,0,34628,87.0,24,w,10232.19,10232.19,377.25,377.25,217.81,159.44,0.0,0.0,0.0,Feb-2019,393.74,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,410636,0,1,0,0,26.0,6660,38.0,0,2,4447,72,39800,0,8,1,3,37331,0.0,102.0,0,0,137.0,122,16,7,1,21.0,,9.0,,0,3,9,3,5,7,9,15,9,11,0.0,0,0,1,100.0,100.0,0,0,429450,41288,11800,17500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Service tech.,9 years,RENT,100000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,945xx,CA,23.3,0,Jul-2010,0,,,21,0,26049,51.4,24,w,9532.0,9532.0,652.55,652.55,468.0,184.55,0.0,0.0,0.0,Feb-2019,331.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,64962,0,2,1,2,10.0,38913,52.0,1,3,4758,52,50700,1,0,1,5,3093,19764.0,53.2,0,0,101.0,98,12,10,0,12.0,,10.0,,0,11,18,12,12,3,19,21,18,21,0.0,0,0,2,100.0,66.7,0,0,100961,64962,42200,50261,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,18.94,366.26,D,D2,Especialist 1,7 years,MORTGAGE,37115,Not Verified,Dec-2018,Current,n,,,other,Other,891xx,NV,33.57,0,Jan-2002,0,38.0,,9,0,5837,53.1,15,w,9579.86,9579.86,716.74,716.74,420.14,296.6,0.0,0.0,0.0,Feb-2019,366.26,Mar-2019,Feb-2019,0,38.0,1,Joint App,91115.0,18.61,Not Verified,0,0,240589,3,2,1,2,8.0,34508,88.0,2,3,1659,64,11000,2,0,5,6,26732,2669.0,52.3,0,0,158.0,203,4,4,1,5.0,38.0,7.0,38.0,1,2,5,3,6,4,6,10,5,9,0.0,0,0,4,93.3,33.3,0,0,253346,40345,5600,41060,19051.0,Jan-2016,1.0,1.0,9.0,76.4,2.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,11.31,164.43,B,B3,Shipping,2 years,RENT,40000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,284xx,NC,9.66,0,Oct-2007,0,,,8,0,1070,17.5,27,w,4882.69,4882.69,161.3,161.3,117.31,43.99,0.0,0.0,0.0,Feb-2019,166.01,Mar-2019,Feb-2019,0,,1,Individual,,,,0,550,144979,1,2,0,1,13.0,143909,78.0,1,3,170,44,6100,1,0,1,4,18122,3283.0,8.8,0,0,134.0,86,6,6,0,6.0,,9.0,,0,2,5,3,3,19,6,8,5,8,0.0,0,0,1,100.0,0.0,0,0,125853,144979,3600,119753,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,7.56,622.68,A,A3,Teacher,10+ years,MORTGAGE,100000,Not Verified,Dec-2018,Fully Paid,n,,,credit_card,Credit card refinancing,982xx,WA,18.92,0,Feb-1999,0,48.0,,9,0,25416,29.9,19,w,0.0,0.0,20215.79243,20215.79,20000.0,215.79,0.0,0.0,0.0,Feb-2019,20228.39,,Feb-2019,0,,1,Joint App,190000.0,11.75,Not Verified,0,0,515779,1,2,0,1,13.0,46153,71.0,1,2,9759,39,85100,2,2,0,5,57309,59684.0,29.9,0,0,171.0,238,1,1,5,1.0,,13.0,48.0,0,5,5,5,6,5,5,9,5,9,0.0,0,0,1,94.7,20.0,0,0,622183,71569,85100,74833,43287.0,Aug-1998,0.0,3.0,10.0,29.7,2.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17100,17100,17100, 36 months,18.94,626.3,D,D2,Receptionist ,10+ years,RENT,38000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,150xx,PA,38.09,0,Mar-1998,1,47.0,,14,0,15323,53.0,21,w,16381.56,16381.56,1225.61,1225.61,718.44,507.17,0.0,0.0,0.0,Feb-2019,626.3,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,43351,1,2,1,1,10.0,28028,67.0,1,5,7533,53,29170,0,0,2,6,3096,4150.0,77.0,0,0,125.0,230,5,5,2,5.0,,5.0,,0,4,12,5,5,5,12,14,9,14,,0,0,2,95.0,75.0,0,0,70954,43351,16600,41784,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10475,10475,10475, 36 months,11.31,344.48,B,B3,Teacher,6 years,RENT,66150,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,786xx,TX,7.4,0,Jun-1991,0,28.0,,10,0,10499,40.2,17,w,9981.18,9981.18,679.09,679.09,493.82,185.27,0.0,0.0,0.0,Feb-2019,344.48,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,10499,1,0,0,0,84.0,0,,3,5,3841,40,26100,2,1,5,5,1312,14847.0,36.8,0,0,88.0,330,3,3,2,7.0,,1.0,28.0,0,5,8,7,8,2,10,13,8,10,0.0,0,0,3,88.2,60.0,0,0,26100,10499,23500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 60 months,23.4,284.21,E,E1,,< 1 year,RENT,55000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,13.51,0,Apr-2007,0,44.0,88.0,9,1,11859,53.9,11,w,9819.84,9819.84,548.92,548.92,180.16,368.76,0.0,0.0,0.0,Feb-2019,284.21,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,21235,0,1,0,1,20.0,9376,76.0,0,3,3122,62,22000,1,0,0,4,2359,1119.0,89.3,0,0,140.0,140,13,13,0,13.0,,15.0,44.0,0,4,7,4,5,2,8,9,7,9,0.0,0,0,0,90.9,100.0,1,0,34386,21235,10500,12386,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7500,7500,7500, 36 months,11.31,246.65,B,B3,Supervisor,7 years,MORTGAGE,40500,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,604xx,IL,31.61,0,Sep-1996,1,,,23,0,14218,16.3,33,w,7324.04,7324.04,239.58,239.58,175.96,63.62,0.0,0.0,0.0,Feb-2019,246.65,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,123779,3,2,1,1,12.0,8096,29.0,3,6,2972,19,87000,0,0,2,7,5626,21078.0,23.9,0,0,59.0,267,1,1,1,6.0,,6.0,,0,4,6,7,10,2,20,30,6,23,0.0,0,0,4,100.0,0.0,0,0,221569,22314,27700,28409,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,10.72,130.43,B,B2,Extrusion assistant ,10+ years,MORTGAGE,56000,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,301xx,GA,31.03,0,Sep-2006,0,,,7,0,4518,28.6,11,w,3809.75,3809.75,247.77,247.77,190.25,57.52,0.0,0.0,0.0,Feb-2019,130.43,Mar-2019,Feb-2019,1,,1,Individual,,,,0,136,192983,0,2,0,2,14.0,66857,,0,3,1608,29,15800,3,0,0,5,27569,7835.0,36.3,0,0,147.0,29,22,14,1,22.0,,17.0,,0,3,4,3,3,6,4,4,4,7,0.0,0,0,0,100.0,0.0,0,0,221310,71375,12300,77865,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15400,15400,15400, 60 months,14.47,362.1,C,C2,DISTRICT SALES MANAGER,3 years,MORTGAGE,110000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,451xx,OH,36.55,2,Sep-1991,0,10.0,,14,0,7336,22.2,26,w,15045.07,15045.07,705.63,705.63,354.93,350.7,0.0,0.0,0.0,Feb-2019,362.1,Mar-2019,Feb-2019,0,40.0,1,Individual,,,,0,945,538309,1,5,0,3,13.0,135336,69.0,0,1,2539,55,33000,7,1,6,5,38451,15829.0,20.9,0,0,149.0,225,20,4,6,57.0,,2.0,40.0,1,2,3,3,5,10,5,9,3,14,0.0,0,0,1,80.8,33.3,0,0,654296,144449,20000,177320,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,14.47,1204.23,C,C2,Staff Physician,8 years,MORTGAGE,360000,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,336xx,FL,19.9,0,Apr-1995,1,,,24,0,57259,43.2,51,w,33426.19,33426.19,2283.74,2283.74,1573.81,709.93,0.0,0.0,0.0,Feb-2019,1121.71,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,828060,0,6,1,2,9.0,112027,29.0,4,8,19118,36,132400,3,2,5,11,34503,67341.0,46.0,0,0,173.0,284,8,8,3,8.0,,0.0,,0,11,11,13,20,23,16,24,11,24,0.0,0,0,5,100.0,30.8,0,0,1222051,169286,124600,258401,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 60 months,27.27,920.91,E,E5,Claims Analyst,1 year,RENT,50000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,857xx,AZ,23.62,0,Dec-1997,1,,,10,0,1258,10.7,16,w,29516.25,29516.25,1773.64,1773.64,483.75,1289.89,0.0,0.0,0.0,Feb-2019,920.91,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,27364,1,4,1,2,6.0,26106,76.0,0,1,1258,59,11800,2,0,1,3,2736,8842.0,12.5,0,0,84.0,252,16,6,0,16.0,,6.0,,0,1,1,4,4,7,6,9,1,10,0.0,0,0,1,100.0,0.0,0,0,46300,27364,10100,34500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16800,16800,16800, 60 months,17.97,426.34,D,D1,procurement supervisor,10+ years,RENT,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,18.53,0,Dec-2004,0,,29.0,10,1,783,7.9,39,w,16447.86,16447.86,827.52,827.52,352.14,475.38,0.0,0.0,0.0,Feb-2019,426.34,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,39798,1,6,2,4,1.0,39015,66.0,0,3,416,58,9900,3,5,4,7,3980,2805.0,17.5,0,0,140.0,168,15,1,0,15.0,,8.0,,0,2,3,2,10,24,4,15,3,10,0.0,0,0,2,100.0,0.0,1,0,69123,39798,3400,59223,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,15.02,595.02,C,C3,radiologic technologist,10+ years,MORTGAGE,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,992xx,WA,32.93,0,Oct-1999,0,,,9,0,43151,66.2,21,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,149765,0,2,0,0,32.0,15715,33.0,0,1,21872,52,65200,0,0,0,1,16641,15318.0,66.3,0,0,128.0,230,13,13,1,13.0,,,,0,3,4,4,6,6,6,14,4,9,0.0,0,0,0,100.0,25.0,0,0,246339,58866,45500,47139,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,16.14,352.27,C,C4,Training Manager,10+ years,MORTGAGE,94800,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,325xx,FL,28.59,0,Jan-2009,1,,,18,0,49976,65.8,37,w,9561.53,9561.53,691.09,691.09,438.47,252.62,0.0,0.0,0.0,Feb-2019,352.27,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,361716,1,6,2,4,6.0,45778,64.0,0,1,8297,65,75900,1,15,4,6,20095,12249.0,49.2,0,0,107.0,119,15,6,4,36.0,,0.0,,0,2,8,3,7,16,11,17,8,18,0.0,0,0,3,100.0,33.3,0,0,415969,95754,24100,71489,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,12.98,454.86,B,B5,RN ,1 year,MORTGAGE,70000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,21.38,0,Sep-1996,0,,,14,0,16193,15.4,25,w,19761.47,19761.47,541.4,541.4,238.53,302.87,0.0,0.0,0.0,Feb-2019,563.03,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,382025,2,2,1,2,2.0,43546,74.0,1,4,8807,36,105100,0,0,0,6,27288,72607.0,18.2,0,0,177.0,267,5,2,3,14.0,,19.0,,0,4,4,8,11,5,11,17,4,14,0.0,0,0,2,100.0,0.0,0,0,538295,59739,88800,59195,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,35000,35000,35000, 60 months,15.02,833.02,C,C3,elementary school teacher,10+ years,MORTGAGE,106095,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,017xx,MA,15.38,1,Mar-1998,0,2.0,,9,0,19518,83.1,14,w,34205.18,34205.18,1622.23,1622.23,794.82,827.41,0.0,0.0,0.0,Feb-2019,833.02,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,460837,0,3,0,1,18.0,52858,61.0,0,1,11887,71,23500,0,1,0,2,51204,1484.0,92.9,0,0,164.0,249,16,16,1,16.0,,,36.0,1,2,3,2,3,6,5,7,3,9,0.0,0,0,0,85.7,100.0,0,0,499675,72376,21000,72510,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,18.94,146.51,D,D2,supervisor,10+ years,OWN,80000,Verified,Dec-2018,Current,n,,,other,Other,238xx,VA,12.45,1,Sep-2012,0,17.0,,9,0,6445,62.0,14,w,3833.07,3833.07,301.71,301.71,166.93,119.78,15.0,0.0,0.0,Feb-2019,146.51,Mar-2019,Feb-2019,0,57.0,1,Individual,,,,0,0,211199,1,2,1,2,11.0,16211,78.0,0,1,3332,73,10400,0,0,2,5,23467,3915.0,60.5,0,0,75.0,70,17,6,1,17.0,57.0,12.0,57.0,1,4,5,4,5,3,5,9,5,9,0.0,0,0,3,92.3,0.0,0,0,223258,23159,9900,20887,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,16.14,243.93,C,C4,Sale Consultant,2 years,RENT,90000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,079xx,NJ,8.8,0,Mar-1991,1,,43.0,11,1,10582,58.5,32,w,9779.67,9779.67,474.41,474.41,220.33,254.08,0.0,0.0,0.0,Feb-2019,243.93,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15470,1,1,0,1,18.0,4888,65.0,1,3,2969,60,18100,2,0,2,4,1719,4906.0,67.3,0,0,133.0,333,2,2,1,2.0,,1.0,,0,4,6,5,15,6,8,23,6,11,0.0,0,0,1,100.0,80.0,1,0,25600,15470,15000,7500,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
